2026-02-24 00:19:27.238 | INFO     | __main__:<module>:60 - Using seed = 42, device = cuda:2 and output dir = runs/cifar10/v6/
2026-02-24 00:19:27.238 | INFO     | __main__:<module>:64 - Saving the config json at path = runs/cifar10/v6/run_config.json
2026-02-24 00:19:28.385 | INFO     | __main__:<module>:73 - length of the dataset = 50000
2026-02-24 00:19:29.829 | INFO     | __main__:<module>:79 - Computing betas, alphas with timesteps = 1000
2026-02-24 00:19:30.305 | INFO     | __main__:<module>:89 - Using variance type = fixed_small for sampling
2026-02-24 00:19:30.736 | INFO     | __main__:<module>:111 - Initializing the model
2026-02-24 00:19:31.396 | INFO     | __main__:<module>:129 - Initializaing EMA with decay = 0.999
2026-02-24 00:19:31.421 | INFO     | __main__:<module>:135 - Initializing the Adam optimizer with learning rate = 5e-05
2026-02-24 00:19:32.244 | INFO     | __main__:<module>:155 - Running for epochs = 240
2026-02-24 00:19:32.244 | INFO     | __main__:<module>:157 - Epoch = 1 / 240
2026-02-24 00:22:49.175 | INFO     | __main__:<module>:220 - Training time taken = 196.93 seconds, Evaluation time taken = nan seconds, loss = 0.84794, fid = None
2026-02-24 00:22:49.175 | INFO     | __main__:<module>:157 - Epoch = 2 / 240
2026-02-24 00:26:05.742 | INFO     | __main__:<module>:220 - Training time taken = 196.57 seconds, Evaluation time taken = nan seconds, loss = 0.30728, fid = None
2026-02-24 00:26:05.743 | INFO     | __main__:<module>:157 - Epoch = 3 / 240
2026-02-24 00:29:22.326 | INFO     | __main__:<module>:220 - Training time taken = 196.58 seconds, Evaluation time taken = nan seconds, loss = 0.0762, fid = None
2026-02-24 00:29:22.326 | INFO     | __main__:<module>:157 - Epoch = 4 / 240
2026-02-24 00:32:39.190 | INFO     | __main__:<module>:220 - Training time taken = 196.86 seconds, Evaluation time taken = nan seconds, loss = 0.06016, fid = None
2026-02-24 00:32:39.190 | INFO     | __main__:<module>:157 - Epoch = 5 / 240
2026-02-24 00:35:55.438 | INFO     | __main__:<module>:220 - Training time taken = 196.25 seconds, Evaluation time taken = nan seconds, loss = 0.05573, fid = None
2026-02-24 00:35:55.439 | INFO     | __main__:<module>:157 - Epoch = 6 / 240
2026-02-24 00:39:12.525 | INFO     | __main__:<module>:220 - Training time taken = 197.08 seconds, Evaluation time taken = nan seconds, loss = 0.05214, fid = None
2026-02-24 00:39:12.525 | INFO     | __main__:<module>:157 - Epoch = 7 / 240
2026-02-24 00:42:28.665 | INFO     | __main__:<module>:220 - Training time taken = 196.14 seconds, Evaluation time taken = nan seconds, loss = 0.05096, fid = None
2026-02-24 00:42:28.665 | INFO     | __main__:<module>:157 - Epoch = 8 / 240
2026-02-24 00:45:44.855 | INFO     | __main__:<module>:220 - Training time taken = 196.19 seconds, Evaluation time taken = nan seconds, loss = 0.04848, fid = None
2026-02-24 00:45:44.855 | INFO     | __main__:<module>:157 - Epoch = 9 / 240
2026-02-24 00:49:00.658 | INFO     | __main__:<module>:220 - Training time taken = 195.8 seconds, Evaluation time taken = nan seconds, loss = 0.04695, fid = None
2026-02-24 00:49:00.659 | INFO     | __main__:<module>:157 - Epoch = 10 / 240
2026-02-24 00:52:16.195 | INFO     | __main__:<module>:220 - Training time taken = 195.54 seconds, Evaluation time taken = nan seconds, loss = 0.04675, fid = None
2026-02-24 00:52:16.195 | INFO     | __main__:<module>:157 - Epoch = 11 / 240
2026-02-24 00:55:31.882 | INFO     | __main__:<module>:220 - Training time taken = 195.69 seconds, Evaluation time taken = nan seconds, loss = 0.04485, fid = None
2026-02-24 00:55:31.883 | INFO     | __main__:<module>:157 - Epoch = 12 / 240
2026-02-24 00:58:47.633 | INFO     | __main__:<module>:220 - Training time taken = 195.75 seconds, Evaluation time taken = nan seconds, loss = 0.04418, fid = None
2026-02-24 00:58:47.633 | INFO     | __main__:<module>:157 - Epoch = 13 / 240
2026-02-24 01:02:03.747 | INFO     | __main__:<module>:220 - Training time taken = 196.11 seconds, Evaluation time taken = nan seconds, loss = 0.04376, fid = None
