2026-02-26 14:34:37.873 | INFO     | __main__:<module>:60 - Using seed = 42, device = cuda:4 and output dir = runs/cifar10/v7/
2026-02-26 14:34:37.873 | INFO     | __main__:<module>:64 - Saving the config json at path = runs/cifar10/v7/run_config.json
2026-02-26 14:34:38.860 | INFO     | __main__:<module>:73 - length of the dataset = 50000
2026-02-26 14:34:40.181 | INFO     | __main__:<module>:79 - Computing betas, alphas with timesteps = 1000
2026-02-26 14:34:40.561 | INFO     | __main__:<module>:89 - Using variance type = fixed_small for sampling
2026-02-26 14:34:40.962 | INFO     | __main__:<module>:111 - Initializing the model
2026-02-26 14:34:41.556 | INFO     | __main__:<module>:129 - Initializaing EMA with decay = 0.999
2026-02-26 14:34:41.570 | INFO     | __main__:<module>:135 - Initializing the Adam optimizer with learning rate = 5e-05
2026-02-26 14:34:42.268 | INFO     | __main__:<module>:155 - Running for epochs = 500
2026-02-26 14:34:42.268 | INFO     | __main__:<module>:157 - Epoch = 1 / 500
2026-02-26 14:38:01.762 | INFO     | __main__:<module>:220 - Training time taken = 199.49 seconds, Evaluation time taken = nan seconds, loss = 0.84794, fid = None
2026-02-26 14:38:01.762 | INFO     | __main__:<module>:157 - Epoch = 2 / 500
2026-02-26 14:41:17.271 | INFO     | __main__:<module>:220 - Training time taken = 195.51 seconds, Evaluation time taken = nan seconds, loss = 0.30728, fid = None
2026-02-26 14:41:17.271 | INFO     | __main__:<module>:157 - Epoch = 3 / 500
2026-02-26 14:44:34.725 | INFO     | __main__:<module>:220 - Training time taken = 197.45 seconds, Evaluation time taken = nan seconds, loss = 0.0762, fid = None
2026-02-26 14:44:34.726 | INFO     | __main__:<module>:157 - Epoch = 4 / 500
2026-02-26 14:47:51.804 | INFO     | __main__:<module>:220 - Training time taken = 197.08 seconds, Evaluation time taken = nan seconds, loss = 0.06016, fid = None
2026-02-26 14:47:51.804 | INFO     | __main__:<module>:157 - Epoch = 5 / 500
2026-02-26 14:51:09.035 | INFO     | __main__:<module>:220 - Training time taken = 197.23 seconds, Evaluation time taken = nan seconds, loss = 0.05573, fid = None
2026-02-26 14:51:09.036 | INFO     | __main__:<module>:157 - Epoch = 6 / 500
2026-02-26 14:54:26.505 | INFO     | __main__:<module>:220 - Training time taken = 197.47 seconds, Evaluation time taken = nan seconds, loss = 0.05214, fid = None
2026-02-26 14:54:26.505 | INFO     | __main__:<module>:157 - Epoch = 7 / 500
2026-02-26 14:57:44.031 | INFO     | __main__:<module>:220 - Training time taken = 197.52 seconds, Evaluation time taken = nan seconds, loss = 0.05096, fid = None
2026-02-26 14:57:44.031 | INFO     | __main__:<module>:157 - Epoch = 8 / 500
2026-02-26 15:01:01.817 | INFO     | __main__:<module>:220 - Training time taken = 197.78 seconds, Evaluation time taken = nan seconds, loss = 0.04848, fid = None
2026-02-26 15:01:01.817 | INFO     | __main__:<module>:157 - Epoch = 9 / 500
2026-02-26 15:04:19.782 | INFO     | __main__:<module>:220 - Training time taken = 197.96 seconds, Evaluation time taken = nan seconds, loss = 0.04695, fid = None
2026-02-26 15:04:19.782 | INFO     | __main__:<module>:157 - Epoch = 10 / 500
2026-02-26 15:07:35.590 | INFO     | __main__:<module>:220 - Training time taken = 195.81 seconds, Evaluation time taken = nan seconds, loss = 0.04675, fid = None
2026-02-26 15:07:35.590 | INFO     | __main__:<module>:157 - Epoch = 11 / 500
2026-02-26 15:10:51.436 | INFO     | __main__:<module>:220 - Training time taken = 195.84 seconds, Evaluation time taken = nan seconds, loss = 0.04485, fid = None
2026-02-26 15:10:51.437 | INFO     | __main__:<module>:157 - Epoch = 12 / 500
2026-02-26 15:14:10.794 | INFO     | __main__:<module>:220 - Training time taken = 199.36 seconds, Evaluation time taken = nan seconds, loss = 0.04418, fid = None
2026-02-26 15:14:10.795 | INFO     | __main__:<module>:157 - Epoch = 13 / 500
2026-02-26 15:17:30.471 | INFO     | __main__:<module>:220 - Training time taken = 199.67 seconds, Evaluation time taken = nan seconds, loss = 0.04376, fid = None
2026-02-26 15:17:30.472 | INFO     | __main__:<module>:157 - Epoch = 14 / 500
2026-02-26 15:20:50.043 | INFO     | __main__:<module>:220 - Training time taken = 199.57 seconds, Evaluation time taken = nan seconds, loss = 0.04243, fid = None
2026-02-26 15:20:50.043 | INFO     | __main__:<module>:157 - Epoch = 15 / 500
2026-02-26 15:24:09.278 | INFO     | __main__:<module>:220 - Training time taken = 199.23 seconds, Evaluation time taken = nan seconds, loss = 0.04185, fid = None
2026-02-26 15:24:09.279 | INFO     | __main__:<module>:157 - Epoch = 16 / 500
2026-02-26 15:27:29.086 | INFO     | __main__:<module>:220 - Training time taken = 199.81 seconds, Evaluation time taken = nan seconds, loss = 0.04147, fid = None
2026-02-26 15:27:29.086 | INFO     | __main__:<module>:157 - Epoch = 17 / 500
2026-02-26 15:30:48.329 | INFO     | __main__:<module>:220 - Training time taken = 199.24 seconds, Evaluation time taken = nan seconds, loss = 0.04124, fid = None
2026-02-26 15:30:48.330 | INFO     | __main__:<module>:157 - Epoch = 18 / 500
2026-02-26 15:34:06.369 | INFO     | __main__:<module>:220 - Training time taken = 198.04 seconds, Evaluation time taken = nan seconds, loss = 0.04096, fid = None
2026-02-26 15:34:06.369 | INFO     | __main__:<module>:157 - Epoch = 19 / 500
2026-02-26 15:37:23.953 | INFO     | __main__:<module>:220 - Training time taken = 197.58 seconds, Evaluation time taken = nan seconds, loss = 0.04039, fid = None
2026-02-26 15:37:23.954 | INFO     | __main__:<module>:157 - Epoch = 20 / 500
2026-02-26 15:40:41.255 | INFO     | __main__:<module>:220 - Training time taken = 197.3 seconds, Evaluation time taken = nan seconds, loss = 0.03968, fid = None
2026-02-26 15:40:41.255 | INFO     | __main__:<module>:157 - Epoch = 21 / 500
2026-02-26 15:43:59.866 | INFO     | __main__:<module>:220 - Training time taken = 198.61 seconds, Evaluation time taken = nan seconds, loss = 0.03926, fid = None
2026-02-26 15:43:59.866 | INFO     | __main__:<module>:157 - Epoch = 22 / 500
2026-02-26 15:47:16.446 | INFO     | __main__:<module>:220 - Training time taken = 196.58 seconds, Evaluation time taken = nan seconds, loss = 0.03894, fid = None
2026-02-26 15:47:16.446 | INFO     | __main__:<module>:157 - Epoch = 23 / 500
2026-02-26 15:50:34.338 | INFO     | __main__:<module>:220 - Training time taken = 197.89 seconds, Evaluation time taken = nan seconds, loss = 0.03825, fid = None
2026-02-26 15:50:34.338 | INFO     | __main__:<module>:157 - Epoch = 24 / 500
2026-02-26 15:53:51.256 | INFO     | __main__:<module>:220 - Training time taken = 196.92 seconds, Evaluation time taken = nan seconds, loss = 0.03868, fid = None
2026-02-26 15:53:51.256 | INFO     | __main__:<module>:157 - Epoch = 25 / 500
2026-02-26 15:57:07.965 | INFO     | __main__:<module>:220 - Training time taken = 196.71 seconds, Evaluation time taken = nan seconds, loss = 0.03796, fid = None
2026-02-26 15:57:07.965 | INFO     | __main__:<module>:157 - Epoch = 26 / 500
2026-02-26 16:00:24.397 | INFO     | __main__:<module>:220 - Training time taken = 196.43 seconds, Evaluation time taken = nan seconds, loss = 0.03793, fid = None
2026-02-26 16:00:24.397 | INFO     | __main__:<module>:157 - Epoch = 27 / 500
2026-02-26 16:03:41.589 | INFO     | __main__:<module>:220 - Training time taken = 197.19 seconds, Evaluation time taken = nan seconds, loss = 0.03768, fid = None
2026-02-26 16:03:41.590 | INFO     | __main__:<module>:157 - Epoch = 28 / 500
2026-02-26 16:06:59.437 | INFO     | __main__:<module>:220 - Training time taken = 197.85 seconds, Evaluation time taken = nan seconds, loss = 0.0378, fid = None
2026-02-26 16:06:59.437 | INFO     | __main__:<module>:157 - Epoch = 29 / 500
2026-02-26 16:10:16.355 | INFO     | __main__:<module>:220 - Training time taken = 196.92 seconds, Evaluation time taken = nan seconds, loss = 0.03712, fid = None
2026-02-26 16:10:16.356 | INFO     | __main__:<module>:157 - Epoch = 30 / 500
2026-02-26 16:13:33.550 | INFO     | __main__:<module>:220 - Training time taken = 197.19 seconds, Evaluation time taken = nan seconds, loss = 0.03677, fid = None
2026-02-26 16:13:33.550 | INFO     | __main__:<module>:157 - Epoch = 31 / 500
