2026-02-21 11:04:50.016 | INFO     | __main__:<module>:60 - Using seed = 42, device = cuda:1 and output dir = runs/cifar10/v5/
2026-02-21 11:04:50.016 | INFO     | __main__:<module>:64 - Saving the config json at path = runs/cifar10/v5/run_config.json
2026-02-21 11:04:51.168 | INFO     | __main__:<module>:73 - length of the dataset = 50000
2026-02-21 11:04:52.591 | INFO     | __main__:<module>:79 - Computing betas, alphas with timesteps = 1000
2026-02-21 11:04:53.043 | INFO     | __main__:<module>:89 - Using variance type = fixed_small for sampling
2026-02-21 11:04:53.453 | INFO     | __main__:<module>:111 - Initializing the model
2026-02-21 11:04:54.103 | INFO     | __main__:<module>:129 - Initializaing EMA with decay = 0.999
2026-02-21 11:04:54.118 | INFO     | __main__:<module>:135 - Initializing the Adam optimizer with learning rate = 5e-05
2026-02-21 11:04:54.965 | INFO     | __main__:<module>:155 - Running for epochs = 240
2026-02-21 11:04:54.966 | INFO     | __main__:<module>:157 - Epoch = 1 / 240
2026-02-21 11:08:13.270 | INFO     | __main__:<module>:214 - Training time taken = 198.3 seconds, Evaluation time taken = nan seconds, loss = 0.84794, fid = None
2026-02-21 11:08:13.271 | INFO     | __main__:<module>:157 - Epoch = 2 / 240
2026-02-21 11:11:31.236 | INFO     | __main__:<module>:214 - Training time taken = 197.96 seconds, Evaluation time taken = nan seconds, loss = 0.30728, fid = None
2026-02-21 11:11:31.236 | INFO     | __main__:<module>:157 - Epoch = 3 / 240
2026-02-21 11:14:48.931 | INFO     | __main__:<module>:214 - Training time taken = 197.7 seconds, Evaluation time taken = nan seconds, loss = 0.0762, fid = None
2026-02-21 11:14:48.932 | INFO     | __main__:<module>:157 - Epoch = 4 / 240
2026-02-21 11:18:06.639 | INFO     | __main__:<module>:214 - Training time taken = 197.71 seconds, Evaluation time taken = nan seconds, loss = 0.06016, fid = None
2026-02-21 11:18:06.639 | INFO     | __main__:<module>:157 - Epoch = 5 / 240
2026-02-21 11:21:24.292 | INFO     | __main__:<module>:214 - Training time taken = 197.65 seconds, Evaluation time taken = nan seconds, loss = 0.05573, fid = None
2026-02-21 11:21:24.292 | INFO     | __main__:<module>:157 - Epoch = 6 / 240
2026-02-21 11:24:41.965 | INFO     | __main__:<module>:214 - Training time taken = 197.67 seconds, Evaluation time taken = nan seconds, loss = 0.05214, fid = None
2026-02-21 11:24:41.966 | INFO     | __main__:<module>:157 - Epoch = 7 / 240
2026-02-21 11:28:00.487 | INFO     | __main__:<module>:214 - Training time taken = 198.52 seconds, Evaluation time taken = nan seconds, loss = 0.05096, fid = None
2026-02-21 11:28:00.487 | INFO     | __main__:<module>:157 - Epoch = 8 / 240
2026-02-21 11:31:18.093 | INFO     | __main__:<module>:214 - Training time taken = 197.61 seconds, Evaluation time taken = nan seconds, loss = 0.04848, fid = None
2026-02-21 11:31:18.093 | INFO     | __main__:<module>:157 - Epoch = 9 / 240
2026-02-21 11:34:36.376 | INFO     | __main__:<module>:214 - Training time taken = 198.28 seconds, Evaluation time taken = nan seconds, loss = 0.04695, fid = None
2026-02-21 11:34:36.376 | INFO     | __main__:<module>:157 - Epoch = 10 / 240
2026-02-21 11:37:53.988 | INFO     | __main__:<module>:214 - Training time taken = 197.61 seconds, Evaluation time taken = nan seconds, loss = 0.04675, fid = None
2026-02-21 11:37:53.988 | INFO     | __main__:<module>:157 - Epoch = 11 / 240
2026-02-21 11:41:11.540 | INFO     | __main__:<module>:214 - Training time taken = 197.55 seconds, Evaluation time taken = nan seconds, loss = 0.04485, fid = None
2026-02-21 11:41:11.541 | INFO     | __main__:<module>:157 - Epoch = 12 / 240
2026-02-21 11:44:29.917 | INFO     | __main__:<module>:214 - Training time taken = 198.38 seconds, Evaluation time taken = nan seconds, loss = 0.04418, fid = None
2026-02-21 11:44:29.917 | INFO     | __main__:<module>:157 - Epoch = 13 / 240
2026-02-21 11:47:48.064 | INFO     | __main__:<module>:214 - Training time taken = 198.15 seconds, Evaluation time taken = nan seconds, loss = 0.04376, fid = None
2026-02-21 11:47:48.064 | INFO     | __main__:<module>:157 - Epoch = 14 / 240
2026-02-21 11:51:06.439 | INFO     | __main__:<module>:214 - Training time taken = 198.37 seconds, Evaluation time taken = nan seconds, loss = 0.04243, fid = None
2026-02-21 11:51:06.440 | INFO     | __main__:<module>:157 - Epoch = 15 / 240
2026-02-21 11:54:24.653 | INFO     | __main__:<module>:214 - Training time taken = 198.21 seconds, Evaluation time taken = nan seconds, loss = 0.04185, fid = None
2026-02-21 11:54:24.654 | INFO     | __main__:<module>:157 - Epoch = 16 / 240
2026-02-21 11:57:44.360 | INFO     | __main__:<module>:214 - Training time taken = 199.71 seconds, Evaluation time taken = nan seconds, loss = 0.04147, fid = None
2026-02-21 11:57:44.360 | INFO     | __main__:<module>:157 - Epoch = 17 / 240
2026-02-21 12:01:03.808 | INFO     | __main__:<module>:214 - Training time taken = 199.45 seconds, Evaluation time taken = nan seconds, loss = 0.04124, fid = None
2026-02-21 12:01:03.809 | INFO     | __main__:<module>:157 - Epoch = 18 / 240
2026-02-21 12:04:22.440 | INFO     | __main__:<module>:214 - Training time taken = 198.63 seconds, Evaluation time taken = nan seconds, loss = 0.04096, fid = None
2026-02-21 12:04:22.440 | INFO     | __main__:<module>:157 - Epoch = 19 / 240
2026-02-21 12:07:40.464 | INFO     | __main__:<module>:214 - Training time taken = 198.02 seconds, Evaluation time taken = nan seconds, loss = 0.04039, fid = None
2026-02-21 12:07:40.465 | INFO     | __main__:<module>:157 - Epoch = 20 / 240
2026-02-21 12:10:59.501 | INFO     | __main__:<module>:214 - Training time taken = 199.04 seconds, Evaluation time taken = nan seconds, loss = 0.03968, fid = None
2026-02-21 12:10:59.501 | INFO     | __main__:<module>:157 - Epoch = 21 / 240
2026-02-21 12:14:18.882 | INFO     | __main__:<module>:214 - Training time taken = 199.38 seconds, Evaluation time taken = nan seconds, loss = 0.03926, fid = None
2026-02-21 12:14:18.882 | INFO     | __main__:<module>:157 - Epoch = 22 / 240
2026-02-21 12:17:38.724 | INFO     | __main__:<module>:214 - Training time taken = 199.84 seconds, Evaluation time taken = nan seconds, loss = 0.03894, fid = None
2026-02-21 12:17:38.724 | INFO     | __main__:<module>:157 - Epoch = 23 / 240
2026-02-21 12:20:57.192 | INFO     | __main__:<module>:214 - Training time taken = 198.47 seconds, Evaluation time taken = nan seconds, loss = 0.03825, fid = None
2026-02-21 12:20:57.193 | INFO     | __main__:<module>:157 - Epoch = 24 / 240
2026-02-21 12:24:15.635 | INFO     | __main__:<module>:214 - Training time taken = 198.44 seconds, Evaluation time taken = nan seconds, loss = 0.03868, fid = None
2026-02-21 12:24:15.636 | INFO     | __main__:<module>:157 - Epoch = 25 / 240
2026-02-21 12:27:35.346 | INFO     | __main__:<module>:214 - Training time taken = 199.71 seconds, Evaluation time taken = nan seconds, loss = 0.03796, fid = None
